case_id,council_key,year_start,period,mapped_burn_ha,mapped_burn_status,physical_flood_status,bushfire_declarations,flood_declarations,all_declarations,bushfire_agrns,flood_agrns,declaration_status,panel_direct_damage_flag,panel_damage_evidence_ids,verified_damage_amount_aud,verified_reconstruction_amount_aud,operating_disaster_grant_aud,capital_disaster_grant_aud,counter_disaster_reactive_maintenance_aud,financial_evidence,source_urls,payment_timing_caveat
parramatta_2023,parramatta,2022,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
parramatta_2023,parramatta,2023,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
carrathool_2021,carrathool,2019,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documented disaster-finance attribution in inspected evidence.,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
carrathool_2021,carrathool,2020,exposure,43.05,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documented disaster-finance attribution in inspected evidence.,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
carrathool_2021,carrathool,2021,target,109.84,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,7256000.0,,,No documented disaster-finance attribution in inspected evidence.,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
portmacquariehastings_2023,portmacquariehastings,2021,prior,118.44,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,3,3,,987|1012|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
portmacquariehastings_2023,portmacquariehastings,2022,exposure,14.44,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,1047,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
portmacquariehastings_2023,portmacquariehastings,2023,target,3327.54,mapped_burn_positive,unknown_no_complete_inundation_inventory,1,0,1,1076,,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
federation_2021,federation,2019,prior,231.74,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
federation_2021,federation,2020,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
federation_2021,federation,2021,target,133.36,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,987|1001,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
burwood_2023,burwood,2021,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
burwood_2023,burwood,2022,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
burwood_2023,burwood,2023,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
greaterhume_2021,greaterhume,2019,prior,29561.55,mapped_burn_positive,unknown_no_complete_inundation_inventory,1,0,1,871,,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
greaterhume_2021,greaterhume,2020,exposure,17.81,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
greaterhume_2021,greaterhume,2021,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,987|1001,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
woollahra_2023,woollahra,2021,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
woollahra_2023,woollahra,2022,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
woollahra_2023,woollahra,2023,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
dungog_2021,dungog,2019,prior,9472.56,mapped_burn_positive,unknown_no_complete_inundation_inventory,1,1,2,871,898,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
dungog_2021,dungog,2020,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
dungog_2021,dungog,2021,target,218.55,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,2,2,,1012|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
warren_2021,warren,2019,prior,4096.26,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,1,,918,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
warren_2021,warren,2020,exposure,529.21,mapped_burn_positive,unknown_no_complete_inundation_inventory,0,1,2,,960,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
warren_2021,warren,2021,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,2,2,,987|1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
randwick_2022,randwick,2020,prior,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
randwick_2022,randwick,2021,exposure,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,1,1,,1025,listed_event_onset,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
randwick_2022,randwick,2022,target,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,0,0,0,,,no_listed_event_onset_not_physical_zero,,,,,,,,No documentary financial link established; missing is not zero.,,General FAG advances are not disaster grants; recognition is not necessarily cash receipt; expected reimbursement is not received funding.
