source_csv_row,Location_Name,Location_Type,Location_code,STATE,event_name,agrn,cat_A,cat_B,cat_C,cat_D,highest_drfa_category_group,AGDRP,DRA,hazard_type,disaster_start_date,recorded_any_DRFA,candidate_C_event,status,reason,verified_eligible_negative,model_ready,funding_receipt,measure_audit_ids,source_dataset,source_url
1746,Longreach,LGA,34710,Queensland,AGRN 1019 - Northern and Central Queensland Rainfall and Flooding (21 - 28 April 2022),1019,0,1,0,0,A/B,0,0,Flood,2022-04-21,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1747,Longreach,LGA,34710,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20,True,True,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,1046_M01;1046_M02;1046_M03;1046_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1748,Longreach,LGA,34710,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,0,1,0,0,A/B,0,0,Cyclone,2024-01-25,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1749,Longreach,LGA,34710,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,1,1,C/D,0,1,Flood,2025-01-29,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1174_M01;1174_M02;1174_M03;1174_M04;1174_M05;1174_M06;1174_M07;1174_M08;1174_M09;1174_M10;1174_M11,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1750,Longreach,LGA,34710,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,1,1,Flood,2025-03-21,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1202_M01;1202_M02;1202_M03;1202_M04;1202_M05,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1751,Longreach,LGA,34710,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,0,Flood,2025-12-24,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1243_M01;1243_M02;1243_M03;1243_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1752,Mackay,LGA,34770,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20,True,True,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,1046_M01;1046_M02;1046_M03;1046_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1753,Mackay,LGA,34770,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,0,1,C/D,0,0,Flood,2025-01-29,True,True,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,1174_M01;1174_M02;1174_M03;1174_M04;1174_M05;1174_M06;1174_M07;1174_M08;1174_M09;1174_M10;1174_M11,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1754,Mackay,LGA,34770,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,1,Flood,2025-12-24,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1243_M01;1243_M02;1243_M03;1243_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1755,Mackay,LGA,34770,Queensland,AGRN 1255 - Central Queensland Bushfires (2-27 October 2025),1255,1,1,0,0,A/B,0,0,Bushfire,2025-10-02,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1756,McKinlay,LGA,34800,Queensland,AGRN 1005 - QLD - Western Queensland Low Pressure Trough (19-24 January 2022),1005,0,1,0,0,A/B,0,0,Storm surge,2022-01-19,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1757,McKinlay,LGA,34800,Queensland,AGRN 1019 - Northern and Central Queensland Rainfall and Flooding (21 - 28 April 2022),1019,0,1,0,0,A/B,0,0,Flood,2022-04-21,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1758,McKinlay,LGA,34800,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20,True,True,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,1046_M01;1046_M02;1046_M03;1046_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1759,McKinlay,LGA,34800,Queensland,AGRN 1079 - Northern Queensland bushfres (18 October - 8 December 2023),1079,0,1,0,0,A/B,0,0,Bushfire,2023-10-18,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1760,McKinlay,LGA,34800,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1761,McKinlay,LGA,34800,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,1,1,C/D,0,1,Flood,2025-01-29,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1174_M01;1174_M02;1174_M03;1174_M04;1174_M05;1174_M06;1174_M07;1174_M08;1174_M09;1174_M10;1174_M11,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1762,McKinlay,LGA,34800,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,0,0,Flood,2025-03-21,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1202_M01;1202_M02;1202_M03;1202_M04;1202_M05,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1763,McKinlay,LGA,34800,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,1,Flood,2025-12-24,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1243_M01;1243_M02;1243_M03;1243_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1764,Mapoon,LGA,34830,Queensland,ARGN 952 - Far North Queensland Tropical Low (24-30 January 2021),952,0,1,0,0,A/B,0,0,Flood,2021-01-24,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1765,Mapoon,LGA,34830,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20,True,True,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,1046_M01;1046_M02;1046_M03;1046_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1766,Mapoon,LGA,34830,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,0,Flood,2025-12-24,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1243_M01;1243_M02;1243_M03;1243_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1767,Maranoa,LGA,34860,Queensland,"AGRN 986 - QLD - Central, Southern and Western Queensland Rainfall and Flooding (10 Nov - 3 Dec 2021)",986,0,1,1,1,C/D,0,1,Flood,2021-11-10,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,986_M01,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1768,Maranoa,LGA,34860,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,0,0,Bushfire,2023-09-08,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1078_M01;1078_M02;1078_M03,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1769,Maranoa,LGA,34860,Queensland,AGRN 1097 - Queensland low pressure trough (20 November - 1 December 2023),1097,1,1,0,0,A/B,0,0,Flood,2023-11-20,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1770,Maranoa,LGA,34860,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1771,Maranoa,LGA,34860,Queensland,AGRN 1126 - QLD - Western Queensland Rainfall and Flooding (22 March - 20 April 2024),1126,1,1,0,0,A/B,0,0,Flood,2024-03-22,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1772,Maranoa,LGA,34860,Queensland,AGRN 1164 - Southwest Queensland Flooding and Rainfall (21 November to 10 December 2024),1164,1,1,0,0,A/B,0,0,Flood,2024-11-21,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1773,Maranoa,LGA,34860,Queensland,AGRN 1165 - Mount Tabor Bushfire (22 September to 8 October 2024),1165,1,1,0,0,A/B,0,0,Bushfire,2024-09-22,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1774,Maranoa,LGA,34860,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,0,1,Flood,2025-03-21,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1202_M01;1202_M02;1202_M03;1202_M04;1202_M05,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1775,Maranoa,LGA,34860,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,0,Flood,2025-12-24,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1243_M01;1243_M02;1243_M03;1243_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1776,Maranoa,LGA,34860,Queensland,AGRN 1251 - Darling Downs and Maranoa Bushfires (26 September - 14 October),1251,1,1,0,0,A/B,0,0,Bushfire,2025-09-26,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1777,Mareeba,LGA,34880,Queensland,AGRN 946 - Tropical Cyclone Imogen and Associated Low Pressure System (2 - 12 January 2021),946,0,1,0,0,A/B,0,0,Cyclone,2021-01-02,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1778,Mareeba,LGA,34880,Queensland,AGRN 956 - TC Niran and associated low pressure system (25 Feb - 3 March 2021),956,0,1,0,1,C/D,0,0,Cyclone,2021-02-25,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1779,Mareeba,LGA,34880,Queensland,AGRN 968 - Far North Queensland Low Pressure System (15-26 April 2021),968,0,1,0,0,A/B,0,0,Storm,2021-04-15,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1780,Mareeba,LGA,34880,Queensland,AGRN 1008 - QLD - Far North Queensland Low Pressure Trough (1-7 February 2022),1008,0,1,0,0,A/B,0,0,Storm surge,2022-02-01,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1781,Mareeba,LGA,34880,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20,True,True,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,1046_M01;1046_M02;1046_M03;1046_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1782,Mareeba,LGA,34880,Queensland,AGRN 1079 - Northern Queensland bushfres (18 October - 8 December 2023),1079,1,1,0,0,A/B,0,0,Bushfire,2023-10-18,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1783,Mareeba,LGA,34880,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,1,1,1,1,C/D,1,1,Cyclone,2023-12-13,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1088_M01;1088_M02;1088_M03;1088_M04;1088_M05;1088_M06,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1784,Mareeba,LGA,34880,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,1,1,C/D,0,0,Flood,2025-01-29,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1174_M01;1174_M02;1174_M03;1174_M04;1174_M05;1174_M06;1174_M07;1174_M08;1174_M09;1174_M10;1174_M11,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1785,Mareeba,LGA,34880,Queensland,AGRN 1181 - Silver Valley and Walsh Bluff Bushfires (13 to 24 November 2024),1181,1,1,0,0,A/B,0,0,Bushfire,2024-11-13,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1786,Mareeba,LGA,34880,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,0,Flood,2025-12-24,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1243_M01;1243_M02;1243_M03;1243_M04,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1787,Mareeba,LGA,34880,Queensland,AGRN 1268 - North Queensland Savanna Bushfires (20 October to 13 November 2025),1268,1,1,0,0,A/B,0,0,Bushfire,2025-10-20,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1788,Moreton Bay,LGA,35010,Queensland,AGRN 944 - South East Queensland Coastal Trough (12 - 15 December 2020),944,0,1,0,0,A/B,0,0,Storm,2020-12-12,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1789,Moreton Bay,LGA,35010,Queensland,AGRN 961 - Southern Queensland Severe Weather (20-31 March 2021),961,0,1,0,0,A/B,0,0,Flood,2021-03-20,True,False,UNKNOWN_ELIGIBILITY,No measure-specific eligibility/consideration record; raw zero is not a denial,False,False,,,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1790,Moreton Bay,LGA,35010,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,1,1,1,1,C/D,1,1,Flood,2022-02-22,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1011_M01,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
1791,Moreton Bay,LGA,35010,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,1,1,1,1,C/D,0,0,Flood,2022-05-06,True,True,AMBIGUOUS_RECORD,"C flag recorded, but exact measure and common risk set not certified",False,False,,1020_M01,outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv
