source_csv_row,council_key,agrn,event_start,capacity_financial_year,capacity_period_end,lag_days,publication_before_event_verified,operating_ratio_pct,cash_cover_months,current_ratio,own_source_pct,grants_pct,debt_service_cover,debt_service_ratio_pct,population,road_km
731,uralla,1034,2022-09-14,2021-22,2022-06-30,76,False,-3.0,11.8321,8.9436,48.9,51.100279043481336,12.9584,1.614562368621137,5993,923.01
732,uralla,1192,2024-12-27,2023-24,2024-06-30,180,False,8.96,14.7579,2.419,46.75,53.248983280614546,19.4825,2.576634967858471,6096,923.01
733,uralla,1216,2025-07-31,2024-25,2025-06-30,31,False,,,,,39.75942665754313,,,6096,923.01
734,uralla,1247,2025-11-26,2024-25,2025-06-30,149,False,,,,,39.75942665754313,,,6096,923.01
735,waggawagga,1030,2022-08-04,2021-22,2022-06-30,35,False,-4.67,12.8419,2.1237,54.69,45.19773147652751,3.5109,8.966078178077604,67860,2308.71
736,waggawagga,1034,2022-09-14,2021-22,2022-06-30,76,False,-4.67,12.8419,2.1237,54.69,45.19773147652751,3.5109,8.966078178077604,67860,2308.71
737,waggawagga,1170,2025-01-15,2023-24,2024-06-30,199,False,-4.63,21.6346,4.0665,66.24,33.598891227349725,4.6287,7.128452744443655,68951,2319.647
738,walcha,960,2021-03-10,2019-20,2020-06-30,253,False,1.33,6.0,3.28,53.04,46.96,19.01,1.205778637242635,3134,933.8
739,walcha,987,2021-11-09,2020-21,2021-06-30,132,False,-3.17,4.08,2.69,42.68,57.31766838655696,19.43,0.8919617881458807,3105,933.8
740,walcha,1034,2022-09-14,2021-22,2022-06-30,76,False,1.69,9.1758,4.3549,40.31,59.68534151957022,23.8042,0.981359364452983,3018,933.7999999999998
741,walcha,1198,2025-03-03,2023-24,2024-06-30,246,False,17.63,16.5333,3.2464,36.39,63.60580271964626,21.4787,2.6181102362204727,2990,933.7999999999998
742,walcha,1212,2025-05-18,2023-24,2024-06-30,322,False,17.63,16.5333,3.2464,36.39,63.60580271964626,21.4787,2.6181102362204727,2990,933.7999999999998
743,walcha,1216,2025-07-31,2024-25,2025-06-30,31,False,,,,,54.40878280516772,,,2990,921.52
744,walgett,960,2021-03-10,2019-20,2020-06-30,253,False,-0.58,13.8,4.47,36.33,63.67,7.77,2.859242025347456,5953,2376.0599999999995
745,walgett,987,2021-11-09,2020-21,2021-06-30,132,False,-1.82,11.94,7.15,44.06,55.88643321852277,6.05,2.9298617305976804,5828,2376.0599999999995
746,walgett,1025,2022-06-27,2020-21,2021-06-30,362,False,-1.82,11.94,7.15,44.06,55.88643321852277,6.05,2.9298617305976804,5828,2376.0599999999995
747,walgett,1034,2022-09-14,2021-22,2022-06-30,76,False,0.0,14.6372,5.4813,39.22,60.780213871796406,5.9111,2.9764432972849346,5590,2376.0599999999995
748,walgett,1052,2023-03-06,2021-22,2022-06-30,249,False,0.0,14.6372,5.4813,39.22,60.780213871796406,5.9111,2.9764432972849346,5590,2376.0599999999995
749,walgett,1081,2023-11-14,2022-23,2023-06-30,137,False,17.0,15.179,4.6881,33.34,66.32711566394006,17.8692,2.9913921889450097,5516,2376.0599999999995
750,walgett,1157,2024-11-17,2023-24,2024-06-30,140,False,1.83,12.9993,7.0434,41.4,58.60493954738038,17.2388,1.9011137121373345,5497,2376.0599999999995
751,walgett,1182,2024-11-25,2023-24,2024-06-30,148,False,1.83,12.9993,7.0434,41.4,58.60493954738038,17.2388,1.9011137121373345,5497,2376.0599999999995
752,walgett,1206,2025-01-28,2023-24,2024-06-30,212,False,1.83,12.9993,7.0434,41.4,58.60493954738038,17.2388,1.9011137121373345,5497,2376.0599999999995
753,walgett,1211,2025-03-22,2023-24,2024-06-30,265,False,1.83,12.9993,7.0434,41.4,58.60493954738038,17.2388,1.9011137121373345,5497,2376.0599999999995
754,warren,949,2020-12-02,2019-20,2020-06-30,155,False,22.46,16.08,3.98,44.9,55.1,68.11,0.6380060819271361,2697,1323.96
755,warren,960,2021-03-10,2019-20,2020-06-30,253,False,22.46,16.08,3.98,44.9,55.1,68.11,0.6380060819271361,2697,1323.96
756,warren,987,2021-11-09,2020-21,2021-06-30,132,False,32.79,10.17,5.29,30.68,69.29787769482427,100.12,0.5118266746173723,2716,1323.96
757,warren,1025,2022-06-27,2020-21,2021-06-30,362,False,32.79,10.17,5.29,30.68,69.29787769482427,100.12,0.5118266746173723,2716,1323.96
758,warren,1030,2022-08-04,2021-22,2022-06-30,35,False,27.11,11.3783,5.8745,34.27,65.7105429578101,38.593,1.181372773478639,2586,1323.9620000000002
759,warren,1034,2022-09-14,2021-22,2022-06-30,76,False,27.11,11.3783,5.8745,34.27,65.7105429578101,38.593,1.181372773478639,2586,1323.9620000000002
760,warren,1052,2023-03-06,2021-22,2022-06-30,249,False,27.11,11.3783,5.8745,34.27,65.7105429578101,38.593,1.181372773478639,2586,1323.9620000000002
761,warren,1247,2025-11-26,2024-25,2025-06-30,149,False,,,,,60.64547206165704,,,2593,1297.35
762,warrumbungle,918,2020-04-10,2018-19,2019-06-30,285,False,-16.38,6.97,4.37,47.51,52.49,5.05,3.3346988938959448,9399,2667.7100000000005
763,warrumbungle,987,2021-11-09,2020-21,2021-06-30,132,False,0.43,9.71,4.3,43.46,55.61852135683459,10.42,3.015393979356344,9209,2667.7100000000005
764,warrumbungle,1030,2022-08-04,2021-22,2022-06-30,35,False,6.11,1.541,5.9548,46.83,52.70107584414592,11.588,2.7894463586161327,9254,2667.630000000001
765,warrumbungle,1034,2022-09-14,2021-22,2022-06-30,76,False,6.11,1.541,5.9548,46.83,52.70107584414592,11.588,2.7894463586161327,9254,2667.630000000001
766,warrumbungle,1203,2025-02-26,2023-24,2024-06-30,241,False,13.19,13.7059,11.8402,45.67,54.29800478616416,28.7225,1.967345090442527,9239,2667.3
767,warrumbungle,1230,2025-11-27,2024-25,2025-06-30,150,False,,,,,43.823154368802705,,,9239,2667.0
768,waverley,1012,2022-02-22,2020-21,2021-06-30,237,False,-3.43,12.4,5.53,80.61,19.154643419139372,18.18,0.7246936066434106,74276,123.46
769,waverley,1240,2025-12-14,2024-25,2025-06-30,167,False,,,,,12.822670394397552,,,72857,123.46
770,weddin,945,2020-11-28,2019-20,2020-06-30,151,False,-4.11,8.5,6.32,44.77,55.23,10.17,1.879387123556495,3613,1084.89
771,weddin,987,2021-11-09,2020-21,2021-06-30,132,False,-0.25,16.75,5.9,30.14,68.84271746459879,9.24,2.6934143222506393,3596,1084.89
772,weddin,1001,2022-01-05,2020-21,2021-06-30,189,False,-0.25,16.75,5.9,30.14,68.84271746459879,9.24,2.6934143222506393,3596,1084.89
773,weddin,1030,2022-08-04,2021-22,2022-06-30,35,False,-7.05,13.4564,3.3741,38.27,60.513842507809976,4.7061,4.184068058778036,3589,1084.9
774,weddin,1034,2022-09-14,2021-22,2022-06-30,76,False,-7.05,13.4564,3.3741,38.27,60.513842507809976,4.7061,4.184068058778036,3589,1084.9
775,wentworth,987,2021-11-09,2020-21,2021-06-30,132,False,3.15,20.14,3.79,44.97,54.85039448221109,14.43,2.2779203430941752,7090,2027.56
776,wentworth,1034,2022-09-14,2021-22,2022-06-30,76,False,8.66,20.9505,4.7409,50.06,49.8435073467925,12.3719,2.8466844143272025,7487,2018.55
777,wentworth,1278,2026-02-07,2024-25,2025-06-30,222,False,,,,,52.84944367176634,,,7804,2027.28
778,willoughby,1012,2022-02-22,2020-21,2021-06-30,237,False,-1.26,21.58,3.85,87.17,12.548084066632548,4.59,3.5667288079833313,81196,211.71
779,wingecarribee,881,2019-09-05,2018-19,2019-06-30,67,False,6.07,22.85,5.39,67.81,32.19,4.78,6.459387597564113,50493,1223.9599999999998
780,wingecarribee,923,2020-08-05,2019-20,2020-06-30,36,False,7.03,24.13,5.72,73.35,26.65000000000001,7.2,4.455963632795893,51134,1236.9
781,wingecarribee,945,2020-11-28,2019-20,2020-06-30,151,False,7.03,24.13,5.72,73.35,26.65000000000001,7.2,4.455963632795893,51134,1236.9
782,wingecarribee,960,2021-03-10,2019-20,2020-06-30,253,False,7.03,24.13,5.72,73.35,26.65000000000001,7.2,4.455963632795893,51134,1236.9
783,wingecarribee,970,2021-05-05,2019-20,2020-06-30,309,False,7.03,24.13,5.72,73.35,26.65000000000001,7.2,4.455963632795893,51134,1236.9
784,wingecarribee,1012,2022-02-22,2020-21,2021-06-30,237,False,2.96,22.41,5.15,71.0,29.00127753275684,7.66,3.8065589431898665,51760,1239.65
785,wingecarribee,1025,2022-06-27,2020-21,2021-06-30,362,False,2.96,22.41,5.15,71.0,29.00127753275684,7.66,3.8065589431898665,51760,1239.65
786,wingecarribee,1027,2022-04-19,2020-21,2021-06-30,293,False,2.96,22.41,5.15,71.0,29.00127753275684,7.66,3.8065589431898665,51760,1239.65
787,wingecarribee,1034,2022-09-14,2021-22,2022-06-30,76,False,-1.82,23.7587,4.3438,66.67,33.32941687913431,7.2791,3.1963639599027225,52456,1241.63
788,wingecarribee,1119,2024-04-01,2022-23,2023-06-30,276,False,-3.2,17.679,3.0335,67.66,32.34070100804587,4.9068,4.96953642384106,52795,1242.0600000000002
789,wingecarribee,1129,2024-06-04,2022-23,2023-06-30,340,False,-3.2,17.679,3.0335,67.66,32.34070100804587,4.9068,4.96953642384106,52795,1242.0600000000002
790,wingecarribee,1155,2024-08-28,2023-24,2024-06-30,59,False,1.27,23.5216,2.7785,71.31,28.68985101740392,10.6066,2.8861751508044073,53552,1190.03
791,wingecarribee,1170,2025-01-15,2023-24,2024-06-30,199,False,1.27,23.5216,2.7785,71.31,28.68985101740392,10.6066,2.8861751508044073,53552,1190.03
792,wingecarribee,1212,2025-05-18,2023-24,2024-06-30,322,False,1.27,23.5216,2.7785,71.31,28.68985101740392,10.6066,2.8861751508044073,53552,1190.03
793,wingecarribee,1217,2025-06-30,2023-24,2024-06-30,365,False,1.27,23.5216,2.7785,71.31,28.68985101740392,10.6066,2.8861751508044073,53552,1190.03
794,wollondilly,960,2021-03-10,2019-20,2020-06-30,253,False,-12.7,11.61,1.39,50.0,50.0,2.1,6.3,53149,874.6331500000001
795,wollondilly,982,2021-10-23,2020-21,2021-06-30,115,False,-7.04,11.63,1.44,52.33,47.70381451009723,5.92,3.706852102175337,54005,883.5340700000002
796,wollondilly,1012,2022-02-22,2020-21,2021-06-30,237,False,-7.04,11.63,1.44,52.33,47.70381451009723,5.92,3.706852102175337,54005,883.5340700000002
797,wollondilly,1025,2022-06-27,2020-21,2021-06-30,362,False,-7.04,11.63,1.44,52.33,47.70381451009723,5.92,3.706852102175337,54005,883.5340700000002
798,wollondilly,1119,2024-04-01,2022-23,2023-06-30,276,False,-4.51,7.3782,1.3815,39.85,60.1101991620272,3.5937,6.398376019930664,55801,903.4
799,wollondilly,1212,2025-05-18,2023-24,2024-06-30,322,False,-5.88,6.4131,1.7151,49.5,50.41782729805014,5.0147,4.36227250987993,59782,912.76769
800,wollondilly,1238,2025-08-19,2024-25,2025-06-30,50,False,,,,,44.86966761226784,,,59782,912.56
801,wollongong,923,2020-08-05,2019-20,2020-06-30,36,False,-1.62,5.63,2.36,76.1,23.90000000000001,5.25,4.039555395071306,218114,1049.75
802,wollongong,1012,2022-02-22,2020-21,2021-06-30,237,False,0.95,5.78,2.15,79.74,20.262864559237677,8.49,2.7069399446584255,219798,1050.24
803,wollongong,1025,2022-06-27,2020-21,2021-06-30,362,False,0.95,5.78,2.15,79.74,20.262864559237677,8.49,2.7069399446584255,219798,1050.24
804,wollongong,1049,2023-02-09,2021-22,2022-06-30,224,False,4.89,4.9588,2.4826,74.76,25.123322937634445,12.7453,2.1022731056897572,214657,1063.4
805,wollongong,1119,2024-04-01,2022-23,2023-06-30,276,False,-1.11,5.4251,2.6124,69.69,30.203355955991203,15.9293,1.529476926664788,216431,1067.65
806,wollongong,1129,2024-06-04,2022-23,2023-06-30,340,False,-1.11,5.4251,2.6124,69.69,30.203355955991203,15.9293,1.529476926664788,216431,1067.65
807,yassvalley,923,2020-08-05,2019-20,2020-06-30,36,False,12.08,9.37,1.33,60.23,39.77,3.2,10.690121786197563,17087,1252.241
808,yassvalley,987,2021-11-09,2020-21,2021-06-30,132,False,-1.35,4.16,3.36,51.5,48.49670303079188,3.38,8.136862979634236,17321,1254.83
809,yassvalley,1030,2022-08-04,2021-22,2022-06-30,35,False,3.76,16.4061,2.3858,49.4,48.42671464238508,5.2514,5.726754542215889,17234,1258.952
810,yassvalley,1034,2022-09-14,2021-22,2022-06-30,76,False,3.76,16.4061,2.3858,49.4,48.42671464238508,5.2514,5.726754542215889,17234,1258.952
811,yassvalley,1066,2023-02-11,2021-22,2022-06-30,226,False,3.76,16.4061,2.3858,49.4,48.42671464238508,5.2514,5.726754542215889,17234,1258.952
812,yassvalley,1119,2024-04-01,2022-23,2023-06-30,276,False,-2.72,9.6303,2.5208,49.84,50.15684212434951,0.891,30.4606194962744,17379,1259.632
813,yassvalley,1190,2024-12-27,2023-24,2024-06-30,180,False,-7.12,12.5751,2.785,49.45,50.29542682443885,4.7451,4.645615629259427,17647,1267.701
