council_key,year_start,financial_year,fesm_burned_ha,fesm_burned_pct_raw,fesm_extent_only_ha,fesm_min_fire_size_ha_exclusive,fesm_source_file,fesm_excel_total_row,fesm_status,boundary_change_flag,boundary_compatibility,physical_flood_status,verified_zero_all_disaster_exposure,bushfire_declared_event_count,bushfire_agrns,bushfire_declaration_status,flood_declared_event_count,flood_agrns,flood_declaration_status,all_declared_event_count,all_agrns,all_declaration_status,source_list_disagreement_count,open_ended_onset_event_count,known_prior_year_carryover_count,prior_fy_declared_event_count,declaration_vs_fesm_scope_difference,candidate_no_new_declared_event,candidate_strict_scoped_comparison,direct_infrastructure_damage_documented,direct_infrastructure_evidence_ids
upperhunter,2020,2020-21,0.0,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,567.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,False,True,False,,
upperhunter,2021,2021-22,0.0,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,567.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,987|1012,listed_event_onset,2,987|1012,listed_event_onset,0.0,2.0,0.0,0.0,False,False,False,,
upperhunter,2022,2022-23,876.96,0.11,220.8,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,680.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,2,1052|1055,listed_event_onset,1,1034,listed_event_onset,3,1034|1052|1055,listed_event_onset,0.0,3.0,0.0,2.0,False,False,False,,
upperhunter,2023,2023-24,3418.24,0.43,414.61,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,680.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,2,1091|1131,listed_event_onset,0,,no_listed_event_onset_not_physical_zero,2,1091|1131,listed_event_onset,0.0,0.0,0.0,3.0,False,False,False,,
upperhunter,2024,2024-25,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,1212,listed_event_onset,2,1170|1212,listed_event_onset,0.0,2.0,0.0,2.0,False,False,False,,
upperlachlan,2017,2017-18,2746.9,0.38,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,572.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,1,806,listed_event_onset,0,,no_listed_event_onset_not_physical_zero,1,806,listed_event_onset,0.0,1.0,0.0,1.0,False,False,False,,
upperlachlan,2018,2018-19,0.0,0,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,572.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,834,listed_event_onset,1,834,listed_event_onset,0.0,1.0,0.0,1.0,False,False,False,,
upperlachlan,2019,2019-20,24440.12,3.43,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,572.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,1,871,listed_event_onset,1,898,listed_event_onset,2,871|898,listed_event_onset,0.0,2.0,0.0,1.0,False,False,False,,
upperlachlan,2020,2020-21,0.0,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,572.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,923|960,listed_event_onset,3,923|945|960,listed_event_onset,0.0,3.0,0.0,2.0,False,False,False,,
upperlachlan,2021,2021-22,0.0,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,572.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,4,987|992|1001|1025,listed_event_onset,4,987|992|1001|1025,listed_event_onset,0.0,4.0,0.0,3.0,False,False,False,,
upperlachlan,2022,2022-23,5854.32,0.8200000000000001,146.17,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,686.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,2,1056|1066,listed_event_onset,1,1034,listed_event_onset,3,1034|1056|1066,listed_event_onset,0.0,3.0,0.0,4.0,False,False,False,,
upperlachlan,2023,2023-24,30.48,0,30.48,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,686.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,1119,listed_event_onset,1,1119,listed_event_onset,0.0,1.0,0.0,3.0,False,False,False,,
upperlachlan,2024,2024-25,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,False,True,False,,
uralla,2017,2017-18,1925.66,0.6,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,577.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,1,789,listed_event_onset,0,,no_listed_event_onset_not_physical_zero,1,789,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
uralla,2018,2018-19,0.0,0,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,577.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,834,listed_event_onset,1,834,listed_event_onset,1.0,1.0,0.0,1.0,False,False,False,,
uralla,2019,2019-20,8527.85,2.64,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,577.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,1,871,listed_event_onset,0,,no_listed_event_onset_not_physical_zero,1,871,listed_event_onset,0.0,1.0,0.0,1.0,False,False,False,,
uralla,2020,2020-21,0.0,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,577.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,960,listed_event_onset,1,960,listed_event_onset,0.0,1.0,0.0,1.0,False,False,False,,
uralla,2021,2021-22,18.94,0.01,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,577.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,False,True,False,,
uralla,2022,2022-23,464.8,0.15,75.88,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,692.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,1034,listed_event_onset,1,1034,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
uralla,2023,2023-24,320.33,0.1,114.61,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,692.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,False,True,False,,
uralla,2024,2024-25,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,1,1192,listed_event_onset,0,,no_listed_event_onset_not_physical_zero,1,1192,listed_event_onset,0.0,0.0,0.0,0.0,False,False,False,,
waggawagga,2017,2017-18,0.0,0,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,582.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,False,True,False,,
waggawagga,2018,2018-19,0.0,0,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,582.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
waggawagga,2019,2019-20,5838.55,1.21,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,582.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,1,871,listed_event_onset,0,,no_listed_event_onset_not_physical_zero,1,871,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
waggawagga,2020,2020-21,184.59,0.03,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,582.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,False,True,False,,
waggawagga,2021,2021-22,0.0,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,582.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
waggawagga,2022,2022-23,39.43,0.01,39.43,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,698.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,1030|1034,listed_event_onset,2,1030|1034,listed_event_onset,0.0,2.0,0.0,0.0,False,False,False,,
waggawagga,2023,2023-24,51.23,0.01,48.04,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,698.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,False,True,False,,
waggawagga,2024,2024-25,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,1,1170,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
walcha,2017,2017-18,5064.4,0.81,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,587.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,False,,
walcha,2018,2018-19,2190.23,0.34,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,587.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,834,listed_event_onset,1,834,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
walcha,2019,2019-20,161097.67,25.70000000000001,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,587.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,1,871,listed_event_onset,0,,no_listed_event_onset_not_physical_zero,1,871,listed_event_onset,0.0,1.0,0.0,1.0,False,False,False,,
walcha,2020,2020-21,0.0,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,587.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,960,listed_event_onset,1,960,listed_event_onset,0.0,1.0,0.0,1.0,False,False,False,,
walcha,2021,2021-22,0.0,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,587.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,987,listed_event_onset,1,987,listed_event_onset,0.0,1.0,0.0,1.0,False,False,False,,
walcha,2022,2022-23,273.79,0.03,0.0,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,704.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,1034,listed_event_onset,1,1034,listed_event_onset,0.0,1.0,0.0,1.0,False,False,False,,
walcha,2023,2023-24,690.3,0.11,4.27,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,704.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,False,True,False,,
walcha,2024,2024-25,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,1198|1212,listed_event_onset,2,1198|1212,listed_event_onset,0.0,2.0,0.0,0.0,False,False,False,,
walgett,2017,2017-18,0.0,0,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,592.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,False,True,False,,
walgett,2018,2018-19,0.0,0,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,592.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
walgett,2019,2019-20,0.0,0,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,592.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,898,listed_event_onset,1,898,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
walgett,2020,2020-21,195.24,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,592.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,960,listed_event_onset,1,960,listed_event_onset,0.0,1.0,0.0,1.0,False,False,False,,
walgett,2021,2021-22,0.0,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,592.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,987|1025,listed_event_onset,2,987|1025,listed_event_onset,0.0,2.0,0.0,1.0,False,False,False,,
walgett,2022,2022-23,2722.95,0.11,557.96,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,710.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,1,1052,listed_event_onset,1,1034,listed_event_onset,2,1034|1052,listed_event_onset,0.0,2.0,0.0,2.0,False,False,False,,
walgett,2023,2023-24,19932.66,0.8799999999999999,37.57,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,710.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,1,1081,listed_event_onset,0,,no_listed_event_onset_not_physical_zero,1,1081,listed_event_onset,0.0,1.0,0.0,2.0,False,False,False,,
walgett,2024,2024-25,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,1,1206,listed_event_onset,1,1211,listed_event_onset,4,1157|1182|1206|1211,listed_event_onset,0.0,3.0,0.0,1.0,False,False,False,,
warren,2017,2017-18,544.14,0.05,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,597.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,False,True,False,,
warren,2018,2018-19,423.64,0.04,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,597.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,False,,
warren,2019,2019-20,4096.26,0.38,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,597.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,918,listed_event_onset,1,918,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
warren,2020,2020-21,529.21,0.05,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,597.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,960,listed_event_onset,2,949|960,listed_event_onset,0.0,2.0,0.0,1.0,False,False,False,,
warren,2021,2021-22,0.0,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,597.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,987|1025,listed_event_onset,2,987|1025,listed_event_onset,0.0,2.0,0.0,2.0,False,False,False,,
warren,2022,2022-23,317.63,0.02,116.85,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,716.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,1,1052,listed_event_onset,2,1030|1034,listed_event_onset,3,1030|1034|1052,listed_event_onset,0.0,3.0,0.0,2.0,False,False,False,,
warren,2023,2023-24,508.14,0.04,329.53,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,716.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,3.0,False,True,False,,
warren,2024,2024-25,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,False,,
warrumbungle,2017,2017-18,20287.89,1.64,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,602.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,1,799,listed_event_onset,0,,no_listed_event_onset_not_physical_zero,1,799,listed_event_onset,0.0,1.0,0.0,2.0,False,False,False,,
warrumbungle,2018,2018-19,928.37,0.08,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,602.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,834|868,listed_event_onset,2,834|868,listed_event_onset,0.0,2.0,0.0,1.0,False,False,False,,
warrumbungle,2019,2019-20,6214.91,0.51,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,602.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,898|918,listed_event_onset,2,898|918,listed_event_onset,0.0,2.0,0.0,2.0,False,False,False,,
warrumbungle,2020,2020-21,0.0,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,602.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,False,True,False,,
warrumbungle,2021,2021-22,0.0,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,602.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,987,listed_event_onset,1,987,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
warrumbungle,2022,2022-23,1234.69,0.1,256.91,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,722.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,2,1030|1034,listed_event_onset,2,1030|1034,listed_event_onset,0.0,2.0,0.0,1.0,False,False,False,,
warrumbungle,2023,2023-24,13302.78,1.07,774.99,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,722.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,False,True,False,,
warrumbungle,2024,2024-25,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,1,1203,listed_event_onset,0,,no_listed_event_onset_not_physical_zero,1,1203,listed_event_onset,0.0,0.0,0.0,0.0,False,False,False,,
waverley,2017,2017-18,0.0,0,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,607.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
waverley,2018,2018-19,0.0,0,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,607.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,834,listed_event_onset,1,834,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
waverley,2019,2019-20,0.0,0,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,607.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,898,listed_event_onset,1,898,listed_event_onset,0.0,1.0,0.0,1.0,False,False,False,,
waverley,2020,2020-21,0.0,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,607.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,False,True,False,,
waverley,2021,2021-22,0.0,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,607.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,1,1012,listed_event_onset,1,1012,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
waverley,2022,2022-23,0.0,0,0.0,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,728.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,False,True,False,,
waverley,2023,2023-24,0.0,0,0.0,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,728.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
waverley,2024,2024-25,,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,False,,
weddin,2017,2017-18,0.0,0,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,612.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,False,True,False,,
weddin,2018,2018-19,3.96,0,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,612.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,False,,
weddin,2019,2019-20,0.0,0,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,612.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,False,True,True,,
weddin,2020,2020-21,0.0,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,612.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0,,no_listed_event_onset_not_physical_zero,0,,no_listed_event_onset_not_physical_zero,1,945,listed_event_onset,0.0,1.0,0.0,0.0,False,False,False,,
