Location_Name,Location_Type,Location_code,STATE,event_name,agrn,cat_A,cat_B,cat_C,cat_D,highest_drfa_category_group,AGDRP,DRA,hazard_type,disaster_start_date
Northern Peninsula Area,LGA,35780,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,1,1,1,1,C/D,0,0,Cyclone,2023-12-13
Northern Peninsula Area,LGA,35780,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,1,1,C/D,0,1,Flood,2025-01-29
Northern Peninsula Area,LGA,35780,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,0,Flood,2025-12-24
Palm Island,LGA,35790,Queensland,AGRN 946 - Tropical Cyclone Imogen and Associated Low Pressure System (2 - 12 January 2021),946,0,1,0,0,A/B,0,0,Cyclone,2021-01-02
Palm Island,LGA,35790,Queensland,AGRN 956 - TC Niran and associated low pressure system (25 Feb - 3 March 2021),956,0,1,0,0,A/B,0,0,Cyclone,2021-02-25
Palm Island,LGA,35790,Queensland,AGRN 1019 - Northern and Central Queensland Rainfall and Flooding (21 - 28 April 2022),1019,0,1,0,0,A/B,0,0,Flood,2022-04-21
Palm Island,LGA,35790,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20
Palm Island,LGA,35790,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25
Palm Island,LGA,35790,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,1,1,C/D,0,1,Flood,2025-01-29
Palm Island,LGA,35790,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,1,Flood,2025-12-24
Paroo,LGA,35800,Queensland,AGRN 961 - Southern Queensland Severe Weather (20-31 March 2021),961,0,1,0,0,A/B,0,0,Flood,2021-03-20
Paroo,LGA,35800,Queensland,AGRN 1005 - QLD - Western Queensland Low Pressure Trough (19-24 January 2022),1005,0,1,0,0,A/B,0,0,Storm surge,2022-01-19
Paroo,LGA,35800,Queensland,AGRN 1032 - South West Queensland Low Pressure Trough (7-15 September 2022),1032,0,1,0,0,A/B,0,0,Flood,2022-09-07
Paroo,LGA,35800,Queensland,AGRN 1109 - South West Queensland flooding (6 January - 23 January 2024),1109,1,1,0,0,A/B,0,0,Flood,2024-01-06
Paroo,LGA,35800,Queensland,AGRN 1164 - Southwest Queensland Flooding and Rainfall (21 November to 10 December 2024),1164,1,1,0,0,A/B,0,0,Flood,2024-11-21
Paroo,LGA,35800,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,1,1,Flood,2025-03-21
Paroo,LGA,35800,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,0,1,0,0,A/B,0,0,Flood,2025-12-24
Pormpuraaw,LGA,36070,Queensland,AGRN 946 - Tropical Cyclone Imogen and Associated Low Pressure System (2 - 12 January 2021),946,0,1,0,0,A/B,0,0,Cyclone,2021-01-02
Pormpuraaw,LGA,36070,Queensland,ARGN 952 - Far North Queensland Tropical Low (24-30 January 2021),952,0,1,0,0,A/B,0,0,Flood,2021-01-24
Pormpuraaw,LGA,36070,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20
Pormpuraaw,LGA,36070,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,1,1,C/D,0,1,Flood,2025-01-29
Pormpuraaw,LGA,36070,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,1,Flood,2025-12-24
Quilpie,LGA,36150,Queensland,AGRN 961 - Southern Queensland Severe Weather (20-31 March 2021),961,0,1,0,0,A/B,0,0,Flood,2021-03-20
Quilpie,LGA,36150,Queensland,AGRN 1005 - QLD - Western Queensland Low Pressure Trough (19-24 January 2022),1005,0,1,0,0,A/B,0,0,Storm surge,2022-01-19
Quilpie,LGA,36150,Queensland,AGRN 1032 - South West Queensland Low Pressure Trough (7-15 September 2022),1032,0,1,0,0,A/B,0,0,Flood,2022-09-07
Quilpie,LGA,36150,Queensland,AGRN 1067 - South West Queensland Flooding (4 June - 7 July 2023),1067,0,1,0,0,A/B,0,0,Flood,2023-06-04
Quilpie,LGA,36150,Queensland,AGRN 1109 - South West Queensland flooding (6 January - 23 January 2024),1109,1,1,0,0,A/B,0,0,Flood,2024-01-06
Quilpie,LGA,36150,Queensland,AGRN 1164 - Southwest Queensland Flooding and Rainfall (21 November to 10 December 2024),1164,1,1,0,0,A/B,0,0,Flood,2024-11-21
Quilpie,LGA,36150,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,1,1,Flood,2025-03-21
Quilpie,LGA,36150,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,0,Flood,2025-12-24
Quilpie,LGA,36150,Queensland,AGRN 1293 - Quilpie Shire Rainfall and Flooding - 9 June to 2 July 2026,1293,1,1,0,0,A/B,0,0,Flood,2026-06-09
Redland,LGA,36250,Queensland,AGRN 944 - South East Queensland Coastal Trough (12 - 15 December 2020),944,0,1,0,0,A/B,0,0,Storm,2020-12-12
Redland,LGA,36250,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,1,1,1,1,C/D,1,1,Flood,2022-02-22
Redland,LGA,36250,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (24 December 2023 - 3 January 2024),1094,1,1,1,0,C/D,0,0,Storm,2023-12-24
Redland,LGA,36250,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and Associated Severe Weather (1-16 March 2025),1195,1,1,1,1,C/D,1,1,Cyclone,2025-03-01
Redland,LGA,36250,Queensland,AGRN 1225 - Queensland Southern Coast Severe Storms 24-25 November 2025,1225,1,1,0,0,A/B,0,0,Storm,2025-11-24
Richmond,LGA,36300,Queensland,AGRN 1019 - Northern and Central Queensland Rainfall and Flooding (21 - 28 April 2022),1019,0,1,0,0,A/B,0,0,Flood,2022-04-21
Richmond,LGA,36300,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20
Richmond,LGA,36300,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25
Richmond,LGA,36300,Queensland,AGRN 1126 - QLD - Western Queensland Rainfall and Flooding (22 March - 20 April 2024),1126,1,1,0,0,A/B,0,0,Flood,2024-03-22
Richmond,LGA,36300,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,1,1,C/D,0,1,Flood,2025-01-29
Richmond,LGA,36300,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,0,1,Flood,2025-03-21
Richmond,LGA,36300,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,1,Flood,2025-12-24
Richmond,LGA,36300,Queensland,AGRN 1268 - North Queensland Savanna Bushfires (20 October to 13 November 2025),1268,1,1,0,0,A/B,0,0,Bushfire,2025-10-20
Rockhampton,LGA,36370,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,0,1,1,1,C/D,0,0,Flood,2022-05-06
Rockhampton,LGA,36370,Queensland,AGRN 1148 - Central and Southern Queensland Rainfall and Flooding (12-14 August 2024),1148,0,1,0,0,A/B,0,0,Flood,2024-08-12
Rockhampton,LGA,36370,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,0,0,Flood,2025-03-21
Rockhampton,LGA,36370,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,1,Flood,2025-12-24
Rockhampton,LGA,36370,Queensland,AGRN 1255 - Central Queensland Bushfires (2-27 October 2025),1255,1,1,0,0,A/B,0,0,Bushfire,2025-10-02
Scenic Rim,LGA,36510,Queensland,AGRN 944 - South East Queensland Coastal Trough (12 - 15 December 2020),944,0,1,0,0,A/B,0,0,Storm,2020-12-12
Scenic Rim,LGA,36510,Queensland,AGRN 957 - Kooralbyn Bushfire (12-19 October 2020),957,0,1,0,0,A/B,0,0,Bushfire,2020-10-12
Scenic Rim,LGA,36510,Queensland,AGRN 961 - Southern Queensland Severe Weather (20-31 March 2021),961,0,1,0,0,A/B,0,0,Flood,2021-03-20
Scenic Rim,LGA,36510,Queensland,"AGRN 986 - QLD - Central, Southern and Western Queensland Rainfall and Flooding (10 Nov - 3 Dec 2021)",986,0,1,1,1,C/D,0,1,Flood,2021-11-10
Scenic Rim,LGA,36510,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,1,1,1,1,C/D,1,1,Flood,2022-02-22
Scenic Rim,LGA,36510,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,0,1,1,1,C/D,0,0,Flood,2022-05-06
Scenic Rim,LGA,36510,Queensland,AGRN 1036 - South East Queensland Severe Storms (22-23 September 2022),1036,0,1,0,0,A/B,0,0,Storm,2022-09-22
Scenic Rim,LGA,36510,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,0,0,Bushfire,2023-09-08
Scenic Rim,LGA,36510,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (24 December 2023 - 3 January 2024),1094,1,1,1,1,C/D,0,1,Storm,2023-12-24
Scenic Rim,LGA,36510,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25
Scenic Rim,LGA,36510,Queensland,AGRN 1158 - Scenic Rim and Ipswich Storms and Rainfall (10 -24 November 2024),1158,1,1,0,0,A/B,0,0,Storm,2024-11-10
Scenic Rim,LGA,36510,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and Associated Severe Weather (1-16 March 2025),1195,1,1,1,1,C/D,0,1,Cyclone,2025-03-01
Scenic Rim,LGA,36510,Queensland,AGRN 1224 - Central and Southern Queensland Storms and Flooding 15 - 18 November 2025,1224,1,1,0,0,A/B,0,0,Storm,2025-11-15
Somerset,LGA,36580,Queensland,"AGRN 986 - QLD - Central, Southern and Western Queensland Rainfall and Flooding (10 Nov - 3 Dec 2021)",986,0,1,1,1,C/D,0,0,Flood,2021-11-10
Somerset,LGA,36580,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,1,1,1,1,C/D,1,1,Flood,2022-02-22
Somerset,LGA,36580,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,1,1,1,1,C/D,0,0,Flood,2022-05-06
Somerset,LGA,36580,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,0,0,Bushfire,2023-09-08
Somerset,LGA,36580,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25
Somerset,LGA,36580,Queensland,AGRN 1167 - Southern Summer Rainfall and Flooding (9 December 2024 to 14 January 2025),1167,1,1,0,0,A/B,0,0,Flood,2024-12-09
Somerset,LGA,36580,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and Associated Severe Weather (1-16 March 2025),1195,1,1,1,1,C/D,0,1,Cyclone,2025-03-01
Somerset,LGA,36580,Queensland,AGRN 1225 - Queensland Southern Coast Severe Storms 24-25 November 2025,1225,1,1,0,0,A/B,0,0,Storm,2025-11-24
Somerset,LGA,36580,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,0,Flood,2025-12-24
South Burnett,LGA,36630,Queensland,"AGRN 986 - QLD - Central, Southern and Western Queensland Rainfall and Flooding (10 Nov - 3 Dec 2021)",986,0,1,1,1,C/D,0,1,Flood,2021-11-10
South Burnett,LGA,36630,Queensland,AGRN 994 - QLD - Ex Tropical Cyclone Seth (7-10 January 2022),994,0,1,1,1,C/D,0,1,Flood,2022-01-07
South Burnett,LGA,36630,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,0,1,1,1,C/D,1,1,Flood,2022-02-22
South Burnett,LGA,36630,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,0,1,1,1,C/D,0,0,Flood,2022-05-06
South Burnett,LGA,36630,Queensland,AGRN 1028 - South Queensland East Coast Low (July 2022),1028,0,1,0,0,A/B,0,0,Storm,2022-07-21
South Burnett,LGA,36630,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,0,1,1,1,C/D,0,0,Bushfire,2023-09-08
South Burnett,LGA,36630,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25
South Burnett,LGA,36630,Queensland,AGRN 1167 - Southern Summer Rainfall and Flooding (9 December 2024 to 14 January 2025),1167,1,1,0,0,A/B,0,0,Flood,2024-12-09
South Burnett,LGA,36630,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and Associated Severe Weather (1-16 March 2025),1195,1,1,1,1,C/D,0,0,Cyclone,2025-03-01
South Burnett,LGA,36630,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,1,Flood,2025-12-24
Southern Downs,LGA,36660,Queensland,AGRN 961 - Southern Queensland Severe Weather (20-31 March 2021),961,0,1,0,1,C/D,0,0,Flood,2021-03-20
Southern Downs,LGA,36660,Queensland,"AGRN 986 - QLD - Central, Southern and Western Queensland Rainfall and Flooding (10 Nov - 3 Dec 2021)",986,0,1,1,1,C/D,0,1,Flood,2021-11-10
Southern Downs,LGA,36660,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,0,1,1,1,C/D,1,1,Flood,2022-02-22
Southern Downs,LGA,36660,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,1,1,1,1,C/D,0,0,Flood,2022-05-06
Southern Downs,LGA,36660,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,0,0,Bushfire,2023-09-08
Southern Downs,LGA,36660,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25
Southern Downs,LGA,36660,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and Associated Severe Weather (1-16 March 2025),1195,1,1,1,1,C/D,0,1,Cyclone,2025-03-01
Southern Downs,LGA,36660,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,0,0,Flood,2025-03-21
Southern Downs,LGA,36660,Queensland,AGRN 1221 - SEQ Severe Storms - 26 October 2025,1221,1,1,0,0,A/B,0,0,Storm,2025-10-26
Southern Downs,LGA,36660,Queensland,AGRN 1284 - Southern Downs Bushfires (6 - 10 February 2026),1284,1,1,0,0,A/B,0,0,Bushfire,2026-02-06
Sunshine Coast,LGA,36720,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,1,1,1,1,C/D,1,1,Flood,2022-02-22
Sunshine Coast,LGA,36720,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,0,0,Bushfire,2023-09-08
Sunshine Coast,LGA,36720,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25
Sunshine Coast,LGA,36720,Queensland,AGRN 1167 - Southern Summer Rainfall and Flooding (9 December 2024 to 14 January 2025),1167,1,1,0,0,A/B,0,0,Flood,2024-12-09
Sunshine Coast,LGA,36720,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and Associated Severe Weather (1-16 March 2025),1195,1,1,1,1,C/D,0,1,Cyclone,2025-03-01
Sunshine Coast,LGA,36720,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,0,0,Flood,2025-03-21
Sunshine Coast,LGA,36720,Queensland,AGRN 1225 - Queensland Southern Coast Severe Storms 24-25 November 2025,1225,1,1,0,0,A/B,0,0,Storm,2025-11-24
Tablelands,LGA,36820,Queensland,AGRN 946 - Tropical Cyclone Imogen and Associated Low Pressure System (2 - 12 January 2021),946,0,1,0,0,A/B,0,0,Cyclone,2021-01-02
Tablelands,LGA,36820,Queensland,AGRN 956 - TC Niran and associated low pressure system (25 Feb - 3 March 2021),956,0,1,0,1,C/D,0,0,Cyclone,2021-02-25
Tablelands,LGA,36820,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20
Tablelands,LGA,36820,Queensland,AGRN 1079 - Northern Queensland bushfres (18 October - 8 December 2023),1079,1,1,0,0,A/B,0,0,Bushfire,2023-10-18
Tablelands,LGA,36820,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,1,1,1,1,C/D,1,1,Cyclone,2023-12-13
Tablelands,LGA,36820,Queensland,AGRN 1154 - North Queensland Bushfires (12 September - 15 November 2024),1154,1,1,0,0,A/B,0,0,Bushfire,2024-09-12
Tablelands,LGA,36820,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,1,1,C/D,0,1,Flood,2025-01-29
Tablelands,LGA,36820,Queensland,AGRN 1181 - Silver Valley and Walsh Bluff Bushfires (13 to 24 November 2024),1181,1,1,0,0,A/B,0,0,Bushfire,2024-11-13
Tablelands,LGA,36820,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,0,Flood,2025-12-24
Tablelands,LGA,36820,Queensland,AGRN 1268 - North Queensland Savanna Bushfires (20 October to 13 November 2025),1268,1,1,0,0,A/B,0,0,Bushfire,2025-10-20
Toowoomba,LGA,36910,Queensland,AGRN 961 - Southern Queensland Severe Weather (20-31 March 2021),961,0,1,0,0,A/B,0,0,Flood,2021-03-20
Toowoomba,LGA,36910,Queensland,"AGRN 986 - QLD - Central, Southern and Western Queensland Rainfall and Flooding (10 Nov - 3 Dec 2021)",986,0,1,1,1,C/D,0,1,Flood,2021-11-10
Toowoomba,LGA,36910,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,0,1,1,1,C/D,1,1,Flood,2022-02-22
Toowoomba,LGA,36910,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,1,1,1,1,C/D,0,0,Flood,2022-05-06
Toowoomba,LGA,36910,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,1,1,Bushfire,2023-09-08
Toowoomba,LGA,36910,Queensland,AGRN 1080 - The Pines and Condamine Farms bushfire (19 November - 1 December 2023),1080,1,1,0,0,A/B,0,0,Bushfire,2023-11-19
Toowoomba,LGA,36910,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,0,1,0,0,A/B,0,0,Cyclone,2024-01-25
Toowoomba,LGA,36910,Queensland,AGRN 1167 - Southern Summer Rainfall and Flooding (9 December 2024 to 14 January 2025),1167,1,1,0,0,A/B,0,0,Flood,2024-12-09
Toowoomba,LGA,36910,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and Associated Severe Weather (1-16 March 2025),1195,1,1,1,1,C/D,1,1,Cyclone,2025-03-01
Toowoomba,LGA,36910,Queensland,AGRN 1221 - SEQ Severe Storms - 26 October 2025,1221,1,1,0,0,A/B,0,0,Storm,2025-10-26
Toowoomba,LGA,36910,Queensland,AGRN 1251 - Darling Downs and Maranoa Bushfires (26 September - 14 October),1251,1,1,0,0,A/B,0,0,Bushfire,2025-09-26
Toowoomba,LGA,36910,Queensland,AGRN 1253 - Weir River Bushfires (26 October to 7 November 2025),1253,1,1,0,0,A/B,0,0,Bushfire,2025-10-26
Toowoomba,LGA,36910,Queensland,AGRN 1254 - Inglewood Bushfires (10 to 17 November 2025),1254,1,1,0,0,A/B,0,0,Bushfire,2025-11-10
Torres,LGA,36950,Queensland,ARGN 952 - Far North Queensland Tropical Low (24-30 January 2021),952,0,1,0,0,A/B,0,0,Flood,2021-01-24
Torres,LGA,36950,Queensland,AGRN 1017 - Cape York Tropical Low and Rainfall (22-28 February 2022),1017,0,1,0,0,A/B,0,0,Storm surge,2022-02-22
Torres,LGA,36950,Queensland,AGRN 1019 - Northern and Central Queensland Rainfall and Flooding (21 - 28 April 2022),1019,0,1,0,0,A/B,0,0,Flood,2022-04-21
Torres,LGA,36950,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20
Torres,LGA,36950,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,1,1,1,1,C/D,0,0,Cyclone,2023-12-13
Torres,LGA,36950,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,1,1,C/D,0,0,Flood,2025-01-29
Torres,LGA,36950,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,0,Flood,2025-12-24
Torres Strait Island,LGA,36960,Queensland,ARGN 952 - Far North Queensland Tropical Low (24-30 January 2021),952,0,1,0,0,A/B,0,0,Flood,2021-01-24
Torres Strait Island,LGA,36960,Queensland,AGRN 1017 - Cape York Tropical Low and Rainfall (22-28 February 2022),1017,0,1,0,0,A/B,0,0,Storm surge,2022-02-22
Torres Strait Island,LGA,36960,Queensland,AGRN 1019 - Northern and Central Queensland Rainfall and Flooding (21 - 28 April 2022),1019,0,1,0,0,A/B,0,0,Flood,2022-04-21
Torres Strait Island,LGA,36960,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20
Torres Strait Island,LGA,36960,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,1,1,1,1,C/D,0,0,Cyclone,2023-12-13
Torres Strait Island,LGA,36960,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,0,1,C/D,0,0,Flood,2025-01-29
Torres Strait Island,LGA,36960,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,0,Flood,2025-12-24
Townsville,LGA,37010,Queensland,AGRN 946 - Tropical Cyclone Imogen and Associated Low Pressure System (2 - 12 January 2021),946,0,1,0,0,A/B,0,0,Cyclone,2021-01-02
Townsville,LGA,37010,Queensland,AGRN 958 - Gumlow Bushfire (21-26 November 2020),958,0,1,0,0,A/B,0,0,Bushfire,2020-11-21
Townsville,LGA,37010,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,0,1,0,0,A/B,0,0,Flood,2022-12-20
Townsville,LGA,37010,Queensland,AGRN 1085 - Nome and Julago Bushfire (16 - 24 September 2023),1085,1,1,0,0,A/B,0,0,Bushfire,2023-09-16
Townsville,LGA,37010,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25
Townsville,LGA,37010,Queensland,AGRN 1168 - North Queensland Rainfall and Flooding (19 to 24 December 2024),1168,1,1,0,0,A/B,0,0,Flood,2024-12-19
Townsville,LGA,37010,Queensland,AGRN 1174 - North and Far North Tropical Low (29 January - 28 February 2025),1174,1,1,1,1,C/D,1,1,Flood,2025-01-29
Townsville,LGA,37010,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,1,1,1,1,C/D,0,0,Flood,2025-03-21
Townsville,LGA,37010,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,1,Flood,2025-12-24
Townsville,LGA,37010,Queensland,AGRN 1267 - Townsville Complex Bushfire (21 September to 15 October 2025),1267,1,1,0,0,A/B,0,0,Bushfire,2025-09-21
Weipa,LGA,37300,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (24 December 2025 - 24 April 2026)",1243,1,1,1,1,C/D,0,0,Flood,2025-12-24
Western Downs,LGA,37310,Queensland,"AGRN 986 - QLD - Central, Southern and Western Queensland Rainfall and Flooding (10 Nov - 3 Dec 2021)",986,0,1,1,1,C/D,0,1,Flood,2021-11-10
Western Downs,LGA,37310,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,0,1,1,1,C/D,1,1,Flood,2022-02-22
Western Downs,LGA,37310,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,1,1,1,1,C/D,0,0,Flood,2022-05-06
Western Downs,LGA,37310,Queensland,AGRN 1048 - Western Downs Bushfire (30 January - March 2023),1048,1,1,0,0,A/B,0,0,Bushfire,2023-01-30
Western Downs,LGA,37310,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,1,1,Bushfire,2023-09-08
Western Downs,LGA,37310,Queensland,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,1,1,0,0,A/B,0,0,Cyclone,2024-01-25
Western Downs,LGA,37310,Queensland,AGRN 1126 - QLD - Western Queensland Rainfall and Flooding (22 March - 20 April 2024),1126,0,1,0,0,A/B,0,0,Flood,2024-03-22
