council_key,council_name,event_year,fesm_burned_ha__event,bushfire_declared__event,flood_declared__event,fesm_status__event,fesm_min_fire_size_ha_exclusive__event,fesm_sensor__event,bushfire_declaration_status__event,flood_declaration_status__event,year_start__prior,operating_ratio_pct__prior,cash_cover_months__prior,current_ratio__prior,own_source_pct__prior,debt_service_cover__prior,maintenance_ratio_pct__prior,population__prior,road_km__prior,reporting_months__prior,cash_definition_status__prior,maintenance_conflict__prior,operating_definition_regime__prior,year_start__future,operating_ratio_pct__future,cash_cover_months__future,maintenance_ratio_pct__future,reporting_months__future,maintenance_conflict__future,operating_definition_regime__future,prior_year,target_year
shoalhaven,Shoalhaven,2018,3456.25,1.0,0.0,mapped_burn_positive,100.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,no_listed_event_onset_not_physical_zero,2017.0,7.42,9.36,1.76,80.82,5.55,88.18230088495575,103012.0,1774.86,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2019.0,-7.62,7.35,87.96544656735306,12.0,False,AASB15/1058 and lease regime,2017,2019
shoalhaven,Shoalhaven,2019,312929.78,1.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,listed_event_onset,2018.0,2.6,9.3,2.54,82.84,4.0,88.54516270246607,104371.0,1784.88,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2020.0,-3.47,7.6,90.61402606561954,12.0,False,AASB15/1058 and lease regime,2018,2020
shoalhaven,Shoalhaven,2020,379.13,0.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2019.0,-7.62,7.35,1.68,81.11,2.67,87.96544656735306,105648.0,1786.7000000000005,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2021.0,-4.72,6.2384,89.67522289451064,12.0,False,AASB15/1058 and lease regime,2019,2021
shoalhaven,Shoalhaven,2021,34.66,0.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2020.0,-3.47,7.6,1.53,82.44,3.48,90.61402606561954,107191.0,1846.26,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2022.0,-5.32,4.9208,107.46584155382637,12.0,False,AASB15/1058 and lease regime,2020,2022
shoalhaven,Shoalhaven,2022,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2021.0,-4.72,6.2384,1.2743,73.64,3.1029,89.67522289451064,108497.0,1838.818,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2023.0,-9.11,7.1658,104.6899152185114,12.0,False,AASB15/1058 and lease regime,2021,2023
shoalhaven,Shoalhaven,2023,158.43,0.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2022.0,-5.32,4.9208,0.666,70.69,3.0569,107.46584155382637,109611.0,1841.13,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2024.0,,,90.64390005498198,12.0,False,Six fiscal ratios not collected by OLG,2022,2024
shoalhaven,Shoalhaven,2024,,0.0,0.0,unknown_source_not_acquired,,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2023.0,-9.11,7.1658,1.0797,66.46,2.6927,104.6899152185114,110803.0,1853.49,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,,,,,,,,2023,2025
singleton,Singleton,2012,1358.726461469775,1.0,0.0,observed_positive_mapped_burn_within_source_scope,100.0,Landsat,observed_positive_in_complete_published_list,no_listed_event_in_complete_published_list_not_physical_zero,,,,,,,,,,,,,,2013.0,-9.13,18.8617,68.88986013986013,12.0,False,Early OLG/TCorp definitions; revaluation exclusions described,2011,2013
singleton,Singleton,2013,37727.823122435955,1.0,,observed_positive_mapped_burn_within_source_scope,100.0,Landsat,observed_positive_partial_inventory_count_lower_bound,unknown_incomplete_inventory_no_positive_record,2012.0,2.63,,3.8684,55.05,9.595,72.27392853039181,23785.0,,12.0,Earlier measure excludes term deposits and uses different expense denominator; not converted,False,Early OLG/TCorp definitions; revaluation exclusions described,2014.0,-5.61,16.2376,97.0130022256062,12.0,False,Pre-AASB15/1058,2012,2014
singleton,Singleton,2014,1010.126180360004,,1.0,observed_positive_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,observed_positive_partial_inventory_count_lower_bound,2013.0,-9.13,18.8617,3.3838,76.7,5.13,68.88986013986013,23751.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Early OLG/TCorp definitions; revaluation exclusions described,2015.0,-4.04,15.43,71.32075471698113,12.0,False,Pre-AASB15/1058,2013,2015
singleton,Singleton,2015,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2014.0,-5.61,16.2376,3.27,61.59,4.485,97.0130022256062,23884.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2016.0,-1.63,21.161199999999997,62.7163083377032,12.0,False,Pre-AASB15/1058,2014,2016
singleton,Singleton,2016,2457.4069896027513,1.0,,observed_positive_mapped_burn_within_source_scope,100.0,Landsat 8,observed_positive_partial_inventory_count_lower_bound,unknown_incomplete_inventory_no_positive_record,2015.0,-4.04,15.43,1.43,40.3,5.65,71.32075471698113,24071.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2017.0,2.31,15.09,80.62050025977882,12.0,False,Pre-AASB15/1058,2015,2017
singleton,Singleton,2017,20761.42,1.0,0.0,mapped_burn_positive,100.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,no_listed_event_onset_not_physical_zero,2016.0,-1.63,21.161199999999997,2.9037,63.99,6.260800000000001,62.7163083377032,23595.0,872.74,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2018.0,4.66,19.83,79.72328875943334,12.0,False,Pre-AASB15/1058,2016,2018
singleton,Singleton,2018,204.93,1.0,0.0,mapped_burn_positive,100.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,no_listed_event_onset_not_physical_zero,2017.0,2.31,15.09,3.18,69.2,7.93,80.62050025977882,23482.0,871.784,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2019.0,5.99,20.16,81.25,12.0,False,AASB15/1058 and lease regime,2017,2019
singleton,Singleton,2019,199400.15,1.0,0.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,no_listed_event_onset_not_physical_zero,2018.0,4.66,19.83,5.45,77.61,9.98,79.72328875943334,23422.0,877.4200000000001,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2020.0,5.21,14.13,96.8977806577029,12.0,False,AASB15/1058 and lease regime,2018,2020
singleton,Singleton,2020,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2019.0,5.99,20.16,4.7,70.85,7.49,81.25,23461.0,897.3100000000001,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2021.0,-0.69,12.5301,96.97083867078592,12.0,False,AASB15/1058 and lease regime,2019,2021
singleton,Singleton,2021,28.63,0.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2020.0,5.21,14.13,4.09,65.12,6.16,96.8977806577029,23380.0,898.33,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2022.0,6.16,13.8743,98.53969978944508,12.0,False,AASB15/1058 and lease regime,2020,2022
singleton,Singleton,2022,737.29,0.0,0.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2021.0,-0.69,12.5301,3.8241,69.55,3.716,96.97083867078592,24719.0,902.35,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2023.0,5.09,11.757,151.17563834804284,12.0,False,AASB15/1058 and lease regime,2021,2023
singleton,Singleton,2023,2966.76,1.0,0.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,no_listed_event_onset_not_physical_zero,2022.0,6.16,13.8743,4.5834,70.66,5.3339,98.53969978944508,25093.0,914.8000000000002,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2024.0,,,160.58431867753416,12.0,False,Six fiscal ratios not collected by OLG,2022,2024
singleton,Singleton,2024,,1.0,1.0,unknown_source_not_acquired,,Sentinel 2 (original mapping scope varies by year),listed_event_onset,listed_event_onset,2023.0,5.09,11.757,3.2615,63.67,5.8742,151.17563834804284,25639.0,916.59,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,,,,,,,,2023,2025
strathfield,Strathfield,2012,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,no_listed_event_in_complete_published_list_not_physical_zero,no_listed_event_in_complete_published_list_not_physical_zero,,,,,,,,,,,,,,2013.0,-5.1499999999999995,12.6475,68.70588235294117,12.0,False,Early OLG/TCorp definitions; revaluation exclusions described,2011,2013
strathfield,Strathfield,2013,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2012.0,-9.12,,3.0619,72.95,,75.33856022808268,37665.0,,12.0,Earlier measure excludes term deposits and uses different expense denominator; not converted,False,Early OLG/TCorp definitions; revaluation exclusions described,2014.0,1.94,16.5167,40.0355871886121,12.0,False,Pre-AASB15/1058,2012,2014
strathfield,Strathfield,2014,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2013.0,-5.1499999999999995,12.6475,2.7912,81.54,,68.70588235294117,38358.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Early OLG/TCorp definitions; revaluation exclusions described,2015.0,1.29,20.99,117.3343373493976,12.0,False,Pre-AASB15/1058,2013,2015
strathfield,Strathfield,2015,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2014.0,1.94,16.5167,3.2339,70.63,,40.0355871886121,39481.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2016.0,4.89,22.0795,115.25397560599043,12.0,False,Pre-AASB15/1058,2014,2016
strathfield,Strathfield,2016,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat 8,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2015.0,1.29,20.99,3.36,73.96,,117.3343373493976,40125.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2017.0,7.43,17.7,102.93429518424644,12.0,False,Pre-AASB15/1058,2015,2017
strathfield,Strathfield,2017,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2016.0,4.89,22.0795,3.6199,73.45,,115.25397560599043,42331.0,97.0,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2018.0,6.8,15.1,100.19984012789767,12.0,False,Pre-AASB15/1058,2016,2018
strathfield,Strathfield,2018,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2017.0,7.43,17.7,3.7,72.33,,102.93429518424644,43803.0,97.1,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2019.0,-0.55,12.8,81.11961057023645,12.0,False,AASB15/1058 and lease regime,2017,2019
strathfield,Strathfield,2019,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2018.0,6.8,15.1,3.24,79.63,,100.19984012789767,45143.0,97.1,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2020.0,-8.71,13.21,148.94613583138172,12.0,False,AASB15/1058 and lease regime,2018,2020
strathfield,Strathfield,2020,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2019.0,-0.55,12.8,3.64,76.71,,81.11961057023645,46926.0,97.1,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2021.0,-8.02,13.3677,126.09413707679604,12.0,False,AASB15/1058 and lease regime,2019,2021
strathfield,Strathfield,2021,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2020.0,-8.71,13.21,3.32,83.48,,148.94613583138172,47767.0,97.1,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2022.0,-16.23,12.7705,69.3069306930693,12.0,False,AASB15/1058 and lease regime,2020,2022
strathfield,Strathfield,2022,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2021.0,-8.02,13.3677,2.9664,79.17,,126.09413707679604,45930.0,97.1,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2023.0,-11.46,14.8953,106.78972712680576,12.0,False,AASB15/1058 and lease regime,2021,2023
strathfield,Strathfield,2023,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2022.0,-16.23,12.7705,4.3194,72.4,,69.3069306930693,46230.0,97.1,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2024.0,,,106.24889984157718,12.0,False,Six fiscal ratios not collected by OLG,2022,2024
strathfield,Strathfield,2024,,0.0,0.0,unknown_source_not_acquired,,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2023.0,-11.46,14.8953,5.1318,65.14,,106.78972712680576,48495.0,97.11,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,,,,,,,,2023,2025
sutherland,Sutherland,2012,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,no_listed_event_in_complete_published_list_not_physical_zero,no_listed_event_in_complete_published_list_not_physical_zero,,,,,,,,,,,,,,2013.0,-3.3000000000000003,3.5,103.4927866362946,12.0,False,Early OLG/TCorp definitions; revaluation exclusions described,2011,2013
sutherland,Sutherland,2013,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2012.0,-2.97,,1.3744,75.75,4.7232,95.86751900135904,221147.0,,12.0,Earlier measure excludes term deposits and uses different expense denominator; not converted,False,Early OLG/TCorp definitions; revaluation exclusions described,2014.0,2.33,3.2886,120.1722869139864,12.0,False,Pre-AASB15/1058,2012,2014
sutherland,Sutherland,2014,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2013.0,-3.3000000000000003,3.5,2.1001,74.69,5.4949,103.4927866362946,223192.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Early OLG/TCorp definitions; revaluation exclusions described,2015.0,7.1,4.54,93.086503431331,12.0,False,Pre-AASB15/1058,2013,2015
sutherland,Sutherland,2015,0.0,,1.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,observed_positive_partial_inventory_count_lower_bound,2014.0,2.33,3.2886,1.66,85.09,6.4808,120.1722869139864,225070.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2016.0,9.25,6.103,101.01782066633795,12.0,False,Pre-AASB15/1058,2014,2016
sutherland,Sutherland,2016,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat 8,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2015.0,7.1,4.54,1.86,85.39,10.65,93.086503431331,226220.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2017.0,3.15,7.72,90.7061149097508,12.0,False,Pre-AASB15/1058,2015,2017
sutherland,Sutherland,2017,4693.16,1.0,0.0,mapped_burn_positive,100.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,no_listed_event_onset_not_physical_zero,2016.0,9.25,6.103,2.3613999999999997,76.39,21.167800000000003,101.01782066633795,226041.0,824.52,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2018.0,2.86,8.74,99.5107481315972,12.0,False,Pre-AASB15/1058,2016,2018
sutherland,Sutherland,2018,4.56,0.0,1.0,mapped_burn_positive,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2017.0,3.15,7.72,2.91,83.98,17.8,90.7061149097508,227546.0,824.52,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2019.0,3.58,9.54,100.54357806589049,12.0,False,AASB15/1058 and lease regime,2017,2019
sutherland,Sutherland,2019,0.0,1.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),listed_event_onset,listed_event_onset,2018.0,2.86,8.74,3.41,85.73,19.74,99.5107481315972,229213.0,824.55,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2020.0,4.23,11.62,101.28111516760704,12.0,False,AASB15/1058 and lease regime,2018,2020
sutherland,Sutherland,2020,616.12,0.0,1.0,mapped_burn_positive,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2019.0,3.58,9.54,3.13,82.51,10.72,100.54357806589049,230611.0,824.55,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2021.0,2.44,12.9313,104.58629138656782,12.0,False,AASB15/1058 and lease regime,2019,2021
sutherland,Sutherland,2021,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2020.0,4.23,11.62,3.75,85.19,13.28,101.28111516760704,232369.0,824.55,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2022.0,5.87,12.3574,101.32874876158284,12.0,False,AASB15/1058 and lease regime,2020,2022
sutherland,Sutherland,2022,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2021.0,2.44,12.9313,4.0601,84.05,12.4157,104.58629138656782,230903.0,826.4,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2023.0,-1.9,12.1201,117.54542746499853,12.0,False,AASB15/1058 and lease regime,2021,2023
sutherland,Sutherland,2023,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2022.0,5.87,12.3574,4.3233,81.65,15.5708,101.32874876158284,231839.0,826.4,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2024.0,,,101.6378292344817,12.0,False,Six fiscal ratios not collected by OLG,2022,2024
sutherland,Sutherland,2024,,0.0,0.0,unknown_source_not_acquired,,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2023.0,-1.9,12.1201,4.0873,84.91,13.3954,117.54542746499853,238614.0,826.4,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,,,,,,,,2023,2025
sydney,Sydney,2012,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,no_listed_event_in_complete_published_list_not_physical_zero,no_listed_event_in_complete_published_list_not_physical_zero,,,,,,,,,,,,,,2013.0,-0.13,10.4494,95.38242316875916,12.0,False,Early OLG/TCorp definitions; revaluation exclusions described,2011,2013
sydney,Sydney,2013,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2012.0,4.34,,4.0682,61.040000000000006,,79.72101133391456,187561.0,,12.0,Earlier measure excludes term deposits and uses different expense denominator; not converted,False,Early OLG/TCorp definitions; revaluation exclusions described,2014.0,-0.31,10.1597,104.06854227517763,12.0,False,Pre-AASB15/1058,2012,2014
sydney,Sydney,2014,0.0,,1.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,observed_positive_partial_inventory_count_lower_bound,2013.0,-0.13,10.4494,3.5371,84.06,,95.38242316875916,191918.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Early OLG/TCorp definitions; revaluation exclusions described,2015.0,-6.76,6.9,101.72951998881015,12.0,False,Pre-AASB15/1058,2013,2015
sydney,Sydney,2015,0.0,,1.0,verified_zero_mapped_burn_within_source_scope,100.0,Landsat,unknown_incomplete_inventory_no_positive_record,observed_positive_partial_inventory_count_lower_bound,2014.0,-0.31,10.1597,3.6055,70.18,,104.06854227517763,198331.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2016.0,-3.57,6.5416,100.1436637599813,12.0,False,Pre-AASB15/1058,2014,2016
sydney,Sydney,2016,0.0,,,verified_zero_mapped_burn_within_source_scope,100.0,Landsat 8,unknown_incomplete_inventory_no_positive_record,unknown_incomplete_inventory_no_positive_record,2015.0,-6.76,6.9,2.92,78.68,,101.72951998881015,205339.0,,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2017.0,5.68,9.2,98.26434129847058,12.0,False,Pre-AASB15/1058,2015,2017
sydney,Sydney,2017,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2016.0,-3.57,6.5416,2.6804,79.7,,100.1436637599813,224211.0,330.20000000000005,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2018.0,-4.16,8.51,99.9280966305858,12.0,False,Pre-AASB15/1058,2016,2018
sydney,Sydney,2018,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,100.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2017.0,5.68,9.2,4.06,79.08,,98.26434129847058,232926.0,326.5,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2019.0,0.49,9.43,99.06691008142803,12.0,False,AASB15/1058 and lease regime,2017,2019
sydney,Sydney,2019,0.0,0.0,1.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,listed_event_onset,2018.0,-4.16,8.51,3.15,89.13,,99.9280966305858,240229.0,330.0,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,Pre-AASB15/1058,2020.0,-1.25,10.84,101.75958371557908,12.0,False,AASB15/1058 and lease regime,2018,2020
sydney,Sydney,2020,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2019.0,0.49,9.43,4.35,85.81,322.57,99.06691008142803,246343.0,330.0,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2021.0,-4.84,12.4801,97.23512200359704,12.0,False,AASB15/1058 and lease regime,2019,2021
sydney,Sydney,2021,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2020.0,-1.25,10.84,3.95,78.58,258.47,101.75958371557908,248736.0,330.0,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2022.0,4.78,12.0418,104.33365674055278,12.0,False,AASB15/1058 and lease regime,2020,2022
sydney,Sydney,2022,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2021.0,-4.84,12.4801,4.1695,86.46,177.8381,97.23512200359704,214851.0,330.0,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2023.0,0.45,10.9273,100.65751502325634,12.0,False,AASB15/1058 and lease regime,2021,2023
sydney,Sydney,2023,0.0,0.0,0.0,verified_zero_mapped_burn_within_source_scope,10.0,Sentinel 2 (original mapping scope varies by year),no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,2022.0,4.78,12.0418,4.2747,79.83,328.845,104.33365674055278,218096.0,330.0,12.0,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",False,AASB15/1058 and lease regime,2024.0,,,109.60764476896348,12.0,False,Six fiscal ratios not collected by OLG,2022,2024
