agrn,source_fy,lga_raw,council,source_url,repair_note,out_of_scope,extension_note
1119,2023-24,Blue Mountains,Blue Mountains,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Byron,Byron,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Camden,Camden,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Campbelltown,Campbelltown,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Central Coast,Central Coast,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Clarence Valley,Clarence Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Dungog,Dungog,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Gwydir,Gwydir,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Hawkesbury,Hawkesbury,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Hornsby,Hornsby,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Kiama,Kiama,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Lake Macquarie,Lake Macquarie,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Lismore,Lismore,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Lithgow,Lithgow,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Liverpool,Liverpool,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Maitland,Maitland,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Mid-Coast,Mid-Coast,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Moree,Moree Plains,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,manual token/alias repair,False,
1119,2023-24,Northern Beaches,Northern Beaches,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Oberon,Oberon,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Penrith,Penrith,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Port Stephens,Port Stephens,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Shellharbour,Shellharbour,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Shoalhaven,Shoalhaven,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Sutherland,Sutherland,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,The Hills,The Hills,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Upper Lachlan,Upper Lachlan,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Wingecarribee,Wingecarribee,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Wollondilly,Wollondilly,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Wollongong,Wollongong,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1119,2023-24,Yass Valley,Yass Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1114,2023-24,Inverell,Inverell,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1114,2023-24,Tenterfield,Tenterfield,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1112,2023-24,Armidale,Armidale Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1105,2023-24,Bourke,Bourke,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1105,2023-24,Cobar,Cobar,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1101,2023-24,Lismore,Lismore,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1101,2023-24,Tweed,Tweed,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1100,2023-24,Bega Valley,Bega Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1100,2023-24,Eurobodalla,Eurobodalla,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1100,2023-24,Quenbeyan-Palerang,Queanbeyan-Palerang Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,manual token/alias repair,False,
1099,2023-24,Singleton,Singleton,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1093,2023-24,Narrabri Shire,Narrabri,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1092,2023-24,Cessnock,Cessnock,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1091,2023-24,Muswellbrook Upper Hunter,Muswellbrook,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,manual token/alias repair,False,
1091,2023-24,Muswellbrook Upper Hunter,Upper Hunter,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,manual token/alias repair,False,
1090,2023-24,Cessnock Dungog Maitland,Cessnock,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,manual token/alias repair,False,
1090,2023-24,Cessnock Dungog Maitland,Dungog,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,manual token/alias repair,False,
1090,2023-24,Cessnock Dungog Maitland,Maitland,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,manual token/alias repair,False,
1090,2023-24,Port Stephens,Port Stephens,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1089,2023-24,Mid Coast,Mid-Coast,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1086,2023-24,Bega Valley,Bega Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1086,2023-24,Edward River,Edward River,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1086,2023-24,Eurobodalla,Eurobodalla,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1086,2023-24,Shoalhaven,Shoalhaven,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1086,2023-24,Snowy Monaro,Snowy Monaro Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1084,2023-24,Snowy Monaro,Snowy Monaro Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1083,2023-24,Mid Western,Mid-Western Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1081,2023-24,Walgett,Walgett,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1077,2023-24,Mid-Western,Mid-Western Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1076,2023-24,Kempsey,Kempsey,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1076,2023-24,Mid Coast,Mid-Coast,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1076,2023-24,Port Macquarie Hastings,Port Macquarie-Hastings,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1075,2023-24,Clarence Valley,Clarence Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1075,2023-24,Inverell,Inverell,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1075,2023-24,Kyogle,Kyogle,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1075,2023-24,Tenterfield,Tenterfield,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1071,2023-24,Armidale,Armidale Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1071,2023-24,Clarence Valley,Clarence Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1071,2023-24,Kempsey,Kempsey,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1071,2023-24,Nambucca,Nambucca Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1070,2023-24,Bega Valley,Bega Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,False,
1212,2024-25,Armidale,Armidale Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Bega Valley,Bega Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Bellingen,Bellingen,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Camden,Camden,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Central Coast,Central Coast,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Cessnock,Cessnock,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Clarence Valley,Clarence Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Coffs Harbour,Coffs Harbour,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Dungog,Dungog,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Hawkesbury,Hawkesbury,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Kempsey,Kempsey,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Kiama,Kiama,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Lake Macquarie,Lake Macquarie,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Maitland,Maitland,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,MidCoast,Mid-Coast,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Muswellbrook,Muswellbrook,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Nambucca,Nambucca Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Newcastle,Newcastle,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Port Macquarie-Hastings,Port Macquarie-Hastings,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Port Stephens,Port Stephens,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Singleton,Singleton,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Upper Hunter,Upper Hunter,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Walcha,Walcha,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Wingecarribee,Wingecarribee,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1212,2024-25,Wollondilly,Wollondilly,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1211,2024-25,Bourke,Bourke,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1211,2024-25,Brewarrina,Brewarrina,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1211,2024-25,Central Darling,Central Darling,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1211,2024-25,Unincorporated Area,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,True,
1211,2024-25,Walgett,Walgett,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1207,2024-25,Griffith,Griffith,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1207,2024-25,Lockhart,Lockhart,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1206,2024-25,Walgett,Walgett,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1206,2024-25,Coonamble,Coonamble,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1205,2024-25,Cabonne,Cabonne,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1204,2024-25,Gunnedah,Gunnedah,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1204,2024-25,Gwydir,Gwydir,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1204,2024-25,Liverpool Plains,Liverpool Plains,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1204,2024-25,Moree,Moree Plains,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,manual token/alias repair,False,
1204,2024-25,MidCoast,Mid-Coast,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1204,2024-25,Narrabri,Narrabri,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1203,2024-25,Narrabri,Narrabri,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1203,2024-25,Warrumbungle,Warrumbungle,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1200,2024-25,Bega Valley,Bega Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1200,2024-25,Snowy Monaro,Snowy Monaro Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1199,2024-25,Gwydir,Gwydir,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1199,2024-25,Narrabri,Narrabri,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Armidale,Armidale Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Ballina Shire,Ballina,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Bellingen Shire,Bellingen,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Byron Shire,Byron,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Clarence Valley,Clarence Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Coffs Harbour,Coffs Harbour,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Dungog Shire,Dungog,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Glen Innes - Severn,Glen Innes Severn,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Kempsey Shire,Kempsey,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Kyogle,Kyogle,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Lismore,Lismore,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Lord Howe Island,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,True,
1198,2024-25,MidCoast,Mid-Coast,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Nambucca Valley,Nambucca Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Port Macquarie-Hastings,Port Macquarie-Hastings,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Richmond Valley,Richmond Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Tenterfield,Tenterfield,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Tweed Shire,Tweed,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1198,2024-25,Walcha,Walcha,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1197,2024-25,Hawkesbury,Hawkesbury,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1196,2024-25,Mid-Western,Mid-Western Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1193,2024-25,Bathurst,Bathurst Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1193,2024-25,Lithgow,Lithgow,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1192,2024-25,Tamworth,Tamworth Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1192,2024-25,Uralla,Uralla,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1191,2024-25,Singleton,Singleton,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1190,2024-25,Yass Valley,Yass Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1189,2024-25,Muswellbrook,Muswellbrook,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1189,2024-25,Singleton,Singleton,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1184,2024-25,Hilltops,Hilltops,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1182,2024-25,Gilgandra,Gilgandra,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1182,2024-25,Walgett,Walgett,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1178,2024-25,Hilltops,Hilltops,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1178,2024-25,Lockhart,Lockhart,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1177,2024-25,Snowy Valleys,Snowy Valleys,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1173,2024-25,Kyogle,Kyogle,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1172,2024-25,Byron Shire,Byron,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1170,2024-25,Blacktown,Blacktown,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
1170,2024-25,Central Coast,Central Coast,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2024-25,,False,
